time,height,bme_temp,bme_press,bme_hum,bmp_temp,bmp_press,voc_raw,accel_x,accel_y,accel_z,lin_accel_x,lin_accel_y,lin_accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,euler_x,euler_y,euler_z,quat_w,quat_x,quat_y,quat_z,year,month,day,hour,minute,second,lon,lat,alt,velN,velE,velD,pump_feedback,valven_feedback,valve1_feedback,valve2_feedback,press_1,temp_1,press_2,temp_2,press_3,temp_3,press_4,temp_4
11894,982.22351,35.09,909.54027,24.79102,35.11000,908.7421,30450,-9.89,0.55,0.12,-0.1,0.03000,0.05000,0.00000,-0.125,0.0625,29.5625,-9.5625,-7.75,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,13,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.96600,-42.61239,34.96600,61.55123,34.182,-36.29944,34.47600
11895,982.27081,35.08,909.54328,24.79004,35.11000,908.7373,30443,-9.88,0.51,0.11,-0.09,0.00000,0.03000,0.06250,-0.0625,0.0,29.1875,-10.375,-7.75,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,14,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,34.96600,-40.50807,34.96600,63.65554,34.182,-36.29944,34.47600
11896,982.1955,35.09,909.57832,24.7793,35.11000,908.7449,30434,-9.9,0.55,0.08,-0.1,0.03000,0.01000,-0.06250,-0.0625,-0.0625,29.1875,-9.5625,-9.375,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,15,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.96600,-44.71670,34.96600,63.65554,34.182,-34.19513,34.47600
11897,982.05951,35.09,909.56621,24.7793,35.11000,908.7586,30434,-9.88,0.55,0.11,-0.09,0.03000,0.03000,0.00000,0.0625,0.0625,29.1875,-9.25,-8.5625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,16,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,34.96600,-42.61239,34.96600,61.55123,34.182,-33.14297,34.47600
11898,981.91095,35.09,909.57609,24.79004,35.11000,908.7735,30436,-9.88,0.53,0.13,-0.09,0.01000,0.06000,-0.06250,0.0,0.0625,29.5625,-10.0,-8.5625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,17,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-38.40376,34.96600,-42.61239,34.96600,60.49907,34.182,-33.14297,34.47600
11899,982.03247,35.09,909.58516,24.79102,35.11000,908.7613,30438,-9.9,0.55,0.14,-0.1,0.03000,0.06000,0.00000,0.125,-0.0625,28.75,-10.0,-8.0625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,18,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.96600,-42.61239,34.96600,61.55123,34.182,-34.19513,34.47600
11900,982.25922,35.09,909.58645,24.79004,35.11000,908.7385,30445,-9.87,0.55,0.11,-0.1,0.01000,0.04000,0.06250,0.125,-0.0625,29.5625,-10.0,-10.1875,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,19,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.96600,-46.82102,34.96600,61.55123,34.182,-33.14297,34.47600
11901,982.23511,35.09,909.60066,24.80273,35.11000,908.7409,30452,-9.88,0.53,0.11,-0.08,0.02000,0.02000,0.12500,-0.1875,0.0,29.5625,-10.0,-8.875,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,20,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.96600,-42.61239,34.96600,60.49907,34.182,-33.14297,34.47600
11902,982.11835,35.09,909.59031,24.81445,35.11000,908.7526,30460,-9.89,0.53,0.08,-0.1,0.01000,0.01000,0.00000,0.0,0.0,29.1875,-9.25,-7.75,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,21,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-38.40376,34.96600,-42.61239,34.96600,61.55123,34.182,-34.19513,34.47600
11904,981.99487,35.09,909.56957,24.81445,35.11000,908.7651,30454,-9.89,0.53,0.11,-0.1,0.01000,0.03000,-0.06250,0.0,0.0,29.875,-9.5625,-7.75,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,22,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,34.96600,-42.61239,34.96600,61.55123,34.182,-36.29944,34.47600
11905,982.07788,35.09,909.57438,24.81348,35.11000,908.7567,30451,-9.87,0.55,0.09,-0.07,0.01000,0.03000,0.18750,-0.25,0.0,28.75,-10.0,-8.5625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,23,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.96600,-46.82102,34.96600,60.49907,34.182,-34.19513,34.47600
11906,981.94183,35.09,909.5523,24.81445,35.11000,908.7704,30451,-9.89,0.54,0.08,-0.1,0.02000,0.00000,0.12500,0.0,0.0,29.1875,-9.25,-8.5625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,25,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.96600,-42.61239,34.96600,61.55123,34.182,-33.14297,34.47600
11907,982.05273,35.08,909.57414,24.8252,35.10000,908.756,30447,-9.88,0.52,0.1,-0.09,0.00000,0.02000,-0.06250,0.0,-0.125,30.25,-9.5625,-6.875,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,26,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.96600,-42.61239,34.96600,63.65554,34.182,-33.14297,34.47600
11908,982.23413,35.08,909.5793,24.83691,35.10000,908.7378,30445,-9.92,0.54,0.11,-0.13,0.02000,0.04000,0.00000,0.0,-0.0625,29.875,-10.0,-7.25,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,27,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.96600,-44.71670,34.96600,60.49907,34.182,-34.19513,34.37800
11909,982.07587,35.08,909.57586,24.83691,35.10000,908.7537,30438,-9.88,0.52,0.11,-0.09,0.00000,0.04000,-0.06250,0.0625,0.0,29.5625,-10.0,-8.875,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,28,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,34.96600,-46.82102,34.96600,63.65554,34.182,-34.19513,34.37800
11910,982.03253,35.08,909.56207,24.83691,35.10000,908.7581,30443,-9.89,0.53,0.11,-0.1,0.01000,0.03000,0.06250,-0.1875,0.0625,29.5625,-10.0,-8.0625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,29,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-38.40376,34.96600,-42.61239,34.96600,63.65554,34.182,-36.29944,34.37800
11911,981.92926,35.07,909.58051,24.85938,35.09000,908.7653,30427,-9.89,0.54,0.11,-0.1,0.02000,0.04000,0.00000,-0.0625,-0.125,29.1875,-8.875,-7.6875,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,30,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,34.86800,-44.71670,34.96600,61.55123,34.182,-33.14297,34.37800
11912,981.8067,35.07,909.59266,24.87109,35.09000,908.7776,30441,-9.89,0.51,0.1,-0.1,0.00000,0.02000,0.06250,-0.1875,-0.0625,28.75,-9.5625,-7.25,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,31,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.96600,-42.61239,34.96600,60.49907,34.182,-33.14297,34.37800
11913,981.90027,35.07,909.59082,24.87109,35.09000,908.7682,30448,-9.87,0.51,0.09,-0.08,0.00000,0.01000,-0.12500,0.25,0.0,29.5625,-9.25,-7.75,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,32,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.86800,-42.61239,34.96600,60.49907,34.182,-34.19513,34.37800
11914,981.92926,35.07,909.56836,24.87109,35.09000,908.7653,30448,-9.88,0.54,0.1,-0.1,0.03000,0.02000,-0.12500,0.1875,-0.1875,29.875,-10.0,-8.5625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,33,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-36.29944,34.96600,-44.71670,34.96600,61.55123,34.182,-33.14297,34.37800
11915,981.88965,35.06,909.58867,24.89453,35.09000,908.7693,30461,-9.89,0.52,0.12,-0.1,0.00000,0.05000,0.12500,0.0,-0.125,29.5625,-9.5625,-7.25,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,34,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.86800,-46.82102,34.96600,61.55123,34.182,-33.14297,34.37800
11916,981.88965,35.06,909.59039,24.89453,35.09000,908.7693,30452,-9.88,0.54,0.11,-0.09,0.02000,0.04000,0.00000,0.0625,0.0,29.5625,-9.5625,-8.5625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,35,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-38.40376,34.96600,-40.50807,34.96600,60.49907,34.182,-33.14297,34.37800
11917,982.02283,35.06,909.59902,24.90625,35.09000,908.7559,30458,-9.87,0.56,0.09,-0.08,0.04000,0.01000,0.00000,-0.0625,0.0625,29.5625,-10.375,-8.0625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,36,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.86800,-40.50807,34.96600,63.65554,34.182,-33.14297,34.37800
11918,982.08551,35.07,909.56836,24.91797,35.08000,908.7463,30454,-9.87,0.55,0.12,-0.08,0.03000,0.05000,0.00000,0.0,0.0625,29.1875,-10.375,-8.875,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,37,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.96600,-42.61239,34.96600,61.55123,34.182,-36.29944,34.37800
11919,982.01312,35.06,909.58844,24.92871,35.08000,908.7536,30449,-9.88,0.55,0.1,-0.09,0.03000,0.03000,-0.06250,0.0,0.0,29.5625,-10.0,-8.875,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,38,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-38.40376,34.86800,-44.71670,34.96600,60.49907,34.182,-34.19513,34.37800
11920,982.14532,35.06,909.57145,24.94141,35.08000,908.7403,30442,-9.88,0.55,0.11,-0.09,0.03000,0.04000,-0.12500,0.125,0.0,28.75,-9.5625,-8.0625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,39,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-38.40376,34.96600,-44.71670,34.96600,63.65554,34.182,-33.14297,34.37800
11921,982.05267,35.06,909.59359,24.95215,35.08000,908.7496,30450,-9.89,0.55,0.09,-0.1,0.03000,0.02000,0.00000,0.0625,0.0,29.5625,-9.5625,-7.25,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,40,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.86800,-44.71670,34.96600,61.55123,34.182,-34.19513,34.37800
11923,982.03339,35.05,909.56043,24.95117,35.08000,908.7516,30461,-9.9,0.51,0.09,-0.1,0.04000,0.02000,-0.12500,0.125,0.0,29.875,-9.5625,-8.5625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,41,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-43.66455,34.86800,-44.71670,34.96600,60.49907,34.182,-33.14297,34.37800
11924,981.92822,35.05,909.56223,24.95215,35.08000,908.7622,30461,-9.89,0.54,0.09,-0.08,0.04000,0.03000,0.00000,0.125,0.0625,29.1875,-9.25,-7.75,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,42,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-38.40376,34.86800,-42.61239,34.96600,63.65554,34.182,-34.19513,34.37800
11925,981.92145,35.06,909.6091,24.95215,35.08000,908.7628,30456,-9.89,0.54,0.11,-0.11,0.00000,0.03000,0.00000,-0.125,-0.0625,29.5625,-10.0,-8.875,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,44,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-38.40376,34.86800,-42.61239,34.96600,60.49907,34.182,-31.03865,34.37800
11926,981.94269,35.05,909.60516,24.96289,35.07000,908.7575,30455,-9.89,0.54,0.09,-0.1,0.02000,0.02000,0.00000,0.0625,-0.0625,28.375,-9.25,-7.6875,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,45,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,34.86800,-44.71670,34.96600,60.49907,34.182,-33.14297,34.37800
11927,981.88098,35.05,909.59309,24.95117,35.08000,908.7669,30446,-9.89,0.55,0.11,-0.09,0.03000,0.02000,0.06250,-0.125,-0.0625,29.1875,-10.0,-7.25,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,46,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.86800,-40.50807,34.96600,63.65554,34.182,-33.14297,34.37800
11928,981.85779,35.05,909.58801,24.95117,35.07000,908.7661,30453,-9.91,0.54,0.08,-0.11,0.02000,0.01000,0.00000,0.0,-0.0625,29.5625,-9.5625,-7.6875,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,47,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.86800,-42.61239,34.96600,60.49907,34.182,-34.19513,34.37800
11929,981.90509,35.05,909.58102,24.96289,35.07000,908.7613,30452,-9.88,0.55,0.11,-0.09,0.03000,0.04000,0.00000,0.1875,0.0625,29.5625,-10.0,-8.5625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,18.0,48,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-38.40376,34.86800,-42.61239,34.96600,61.55123,34.084,-33.14297,34.37800
11930,981.97552,35.05,909.5725,24.96289,35.0700050,0.125,-0.06250,29.1875,-10.375,-8.5,273.0,-86.87500,3.00000,0.70953,0.05585,0.70221,-0.01874,2020.0,8.0,2.0,3.0,21,33.0,0.0000000,0.0000000,-17.00000,0.00000,0.0,0.0,0.0,0.0,0,0,,-38.40376,34.672,-42.61239,34.672,60.49907,33.88800,-33.14297,34.18200,,,,,,,,
12096,981.55182,34.94,909.6,25.43555,34.98000,908.768,30462,-9.9,0.52,0.13,-0.11,0.00000,0.06000,0.06250,-0.125,-0.0625,29.5625,-9.5625,-8.875,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,34,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,34.67200,-44.71670,34.77000,60.49907,33.888,-34.19513,34.18200
12097,981.50647,34.94,909.59691,25.43555,34.97000,908.7694,30465,-9.9,0.52,0.11,-0.1,0.00000,0.04000,0.12500,0.125,0.0,29.5625,-8.875,-7.6875,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,35,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,34.67200,-42.61239,34.77000,65.75986,33.888,-36.29944,34.18200
12098,981.62219,34.94,909.59184,25.42383,34.98000,908.7609,30466,-9.87,0.55,0.14,-0.08,0.03000,0.06000,-0.06250,0.0,0.125,29.5625,-9.25,-8.0625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,37,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-38.40376,34.67200,-46.82102,34.77000,64.7077,33.888,-34.19513,34.18200
12099,981.48718,34.94,909.60379,25.44727,34.97000,908.7713,30475,-9.86,0.56,0.12,-0.07,0.04000,0.05000,-0.06250,0.0625,-0.1875,29.875,-10.0,-7.6875,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,38,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.67200,-42.61239,34.67200,63.65554,33.888,-28.93434,34.18200
12100,981.54596,34.93,909.56883,25.45801,34.97000,908.7654,30471,-9.89,0.52,0.1,-0.1,0.04000,0.04000,0.00000,-0.125,0.0625,29.5625,-9.5625,-8.5,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,39,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.67200,-42.61239,34.77000,61.55123,33.888,-34.19513,34.18200
12101,981.38593,34.93,909.59293,25.45801,34.97000,908.7815,30461,-9.89,0.57,0.1,-0.1,0.05000,0.03000,0.12500,0.0,0.0,29.5625,-9.5625,-8.5,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,40,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.67200,-42.61239,34.67200,60.49907,33.888,-33.14297,34.18200
12102,981.64722,34.93,909.555,25.45801,34.97000,908.7552,30459,-9.88,0.55,0.11,-0.09,0.03000,0.04000,-0.12500,0.0625,-0.0625,29.875,-9.5625,-7.6875,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,41,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.67200,-40.50807,34.67200,63.65554,33.888,-34.19513,34.18200
12103,981.48334,34.94,909.57234,25.46973,34.97000,908.7717,30453,-9.88,0.54,0.11,-0.1,0.02000,0.06000,0.00000,0.0,0.0,28.75,-10.375,-8.5,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,42,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.67200,-44.71670,34.67200,59.44691,33.888,-36.29944,34.18200
12104,981.72723,34.93,909.54645,25.45801,34.96000,908.7439,30460,-9.9,0.54,0.13,-0.1,0.02000,0.06000,0.00000,0.125,0.0625,30.25,-9.25,-7.6875,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,43,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,34.67200,-39.45591,34.67200,60.49907,33.888,-36.29944,34.18200
12105,981.84772,34.93,909.55805,25.45801,34.96000,908.7318,30456,-9.89,0.55,0.08,-0.1,0.03000,0.01000,0.06250,0.0,0.0,28.75,-9.5625,-8.0625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,44,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.67200,-40.50807,34.67200,63.65554,33.888,-34.19513,34.18200
12106,981.59705,34.93,909.58563,25.46973,34.96000,908.757,30460,-9.92,0.56,0.08,-0.13,0.05000,0.00000,0.12500,-0.0625,0.0,29.5625,-10.0,-8.5,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,45,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,34.67200,-46.82102,34.67200,59.44691,33.888,-33.14297,34.18200
12107,981.50256,34.92,909.56313,25.45801,34.96000,908.7665,30461,-9.9,0.48,0.1,-0.1,-0.03000,0.03000,0.00000,0.125,-0.0625,29.875,-10.375,-7.25,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,46,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,34.67200,-42.61239,34.67200,61.55123,33.888,-34.19513,34.18200
12108,981.69342,34.92,909.58027,25.45801,34.95000,908.7441,30461,-9.88,0.54,0.1,-0.09,0.02000,0.02000,0.00000,0.0625,0.0,29.1875,-10.0,-8.0625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,47,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-38.40376,34.67200,-40.50807,34.67200,64.7077,33.888,-34.19513,34.18200
12109,981.62402,34.92,909.56984,25.44629,34.96000,908.7543,30464,-9.9,0.55,0.08,-0.1,0.03000,0.01000,0.06250,0.0,-0.125,29.875,-9.5625,-8.0625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,48,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.67200,-42.61239,34.67200,61.55123,33.888,-34.19513,34.18200
12110,981.63177,34.92,909.54367,25.43457,34.95000,908.7503,30462,-9.88,0.52,0.1,-0.09,0.00000,0.02000,-0.12500,0.125,0.0625,28.75,-9.5625,-8.0625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,49,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.67200,-44.71670,34.67200,63.65554,33.888,-37.35160,34.18200
12111,981.6944,34.92,909.57297,25.44629,34.95000,908.744,30460,-9.9,0.54,0.1,-0.1,0.03000,0.01000,0.00000,0.0625,-0.1875,29.875,-10.0,-6.875,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,50,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-38.40376,34.67200,-44.71670,34.67200,64.7077,33.888,-33.14297,34.08400
12112,981.5199,34.91,909.57633,25.44629,34.95000,908.7616,30462,-9.89,0.58,0.14,-0.1,0.07000,0.06000,0.00000,-0.125,0.0625,29.1875,-8.5,-7.6875,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,51,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-38.40376,34.57400,-44.71670,34.67200,63.65554,33.888,-33.14297,34.18200
12114,981.57678,34.91,909.5384,25.44629,34.95000,908.7559,30470,-9.88,0.56,0.1,-0.09,0.04000,0.03000,-0.06250,-0.0625,0.0,29.1875,-9.5625,-7.6875,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,52,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,34.57400,-40.50807,34.67200,61.55123,33.888,-34.19513,34.18200
12115,981.56421,34.9,909.56707,25.46777,34.95000,908.7571,30479,-9.93,0.56,0.08,-0.09,0.01000,0.05000,0.00000,0.0,0.0,29.875,-9.25,-8.0625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,54,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-41.56023,34.67200,-47.87318,34.67200,61.55123,33.888,-33.14297,34.08400
12116,981.65973,34.91,909.57922,25.47949,34.95000,908.7475,30472,-9.89,0.56,0.08,-0.09,0.02000,0.04000,0.18750,-0.0625,0.0625,28.375,-8.875,-8.0625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,55,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.67200,-42.61239,34.67200,64.7077,33.888,-31.03865,34.08400
12117,981.435,34.91,909.58441,25.46777,34.95000,908.7701,30474,-9.92,0.53,0.08,-0.12,0.01000,0.01000,0.12500,-0.0625,0.125,29.875,-8.875,-8.0625,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,56,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.57400,-44.71670,34.67200,63.65554,33.888,-33.14297,34.18200
12118,981.50153,34.91,909.59344,25.45703,34.95000,908.7634,30474,-9.89,0.57,0.11,-0.1,0.05000,0.04000,0.00000,0.0,-0.0625,28.75,-10.0,-7.6875,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,57,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.57400,-44.71670,34.67200,63.65554,33.888,-36.29944,34.18200
12119,981.62695,34.91,909.58133,25.45703,34.95000,908.7508,30475,-9.87,0.52,0.09,-0.08,0.00000,0.02000,-0.12500,0.0,0.125,29.875,-10.0,-7.25,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,58,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.57400,-44.71670,34.67200,61.55123,33.888,-36.29944,34.18200
12120,981.57776,34.91,909.58785,25.46777,34.95000,908.7558,30463,-9.9,0.52,0.09,-0.11,0.00000,0.01000,0.18750,0.0,-0.0625,29.1875,-10.0,-8.5,273.0,-86.875,3.00000,0.70953,0.05585,0.70221,-0.01874,2020,8.0,2.0,3.0,21.0,59,0.0000000,0.0000000,-17.0,0.0,0.00000,0.0,0.0,0,0,0,-40.50807,34.57400,-46.82102,34.67200,59.44691,33.888,-33.14297,34.08400
