Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
157.31,158.4827,902.80,-31.42857,43.2, -,9.257098
157.36,155.4844,902.90,-31.42857,43.2, -,9.257098
157.41,155.4844,902.90,-31.42857,43.2, -,9.257098
157.46,152.4882,903.00,-31.42857,43.2, -,9.257098
157.51,149.4923,903.10,-31.42857,43.2, -,9.276546
157.56,149.4923,903.10,-28.57143,43.2, -,9.276546
157.61,146.4948,903.20,-31.42857,43.2, -,9.276546
157.66,146.4948,903.20,-31.42857,43.2, -,9.276546
157.71,146.4948,903.20,-28.57143,43.2, -,9.276546
157.76,143.4994,903.30,-28.57143,43.2, -,9.276546
157.81,143.4994,903.30,-25.71428,43.2, -,9.276546
157.86,143.4994,903.30,-25.71428,43.2, -,9.276546
157.91,140.5024,903.40,-28.57143,43.2, -,9.276546
157.96,137.5075,903.50,-28.57143,43.2, -,9.276546
158.01,134.5129,903.60,-31.42857,43.2, -,9.276546
158.06,134.5129,903.60,-28.57143,43.2, -,9.276546
158.11,131.5168,903.70,-28.57143,43.2, -,9.276546
158.16,128.5227,903.80,-34.28571,43.2, -,9.276546
158.21,128.5227,903.80,-31.42857,43.2, -,9.276546
158.26,125.5271,903.90,-31.42857,43.2, -,9.276546
158.31,125.5271,903.90,-31.42857,43.2, -,9.276546
158.36,122.5336,904.00,-34.28571,43.2, -,9.276546
158.41,122.5336,904.00,-31.42857,43.2, -,9.276546
158.46,122.5336,904.00,-31.42857,43.2, -,9.276546
158.51,119.5403,904.10,-31.42857,43.2, -,9.276546
158.56,122.5336,904.00,-25.71428,43.2, -,9.257098
158.61,122.5336,904.00,-25.71428,43.2, -,9.257098
158.66,119.5403,904.10,-25.71428,43.2, -,9.257098
158.71,113.5528,904.30,-31.42857,43.2, -,9.257098
158.76,113.5528,904.30,-31.42857,43.2, -,9.257098
158.81,113.5528,904.30,-28.57143,43.2, -,9.257098
158.86,110.5585,904.40,-31.42857,43.2, -,9.257098
158.91,107.5663,904.50,-34.28571,43.2, -,9.257098
158.96,110.5585,904.40,-28.57143,43.2, -,9.257098
159.01,110.5585,904.40,-25.71428,43.2, -,9.257098
159.06,110.5585,904.40,-22.85714,43.2, -,9.257098
159.11,104.5744,904.60,-28.57143,43.2, -,9.257098
159.16,104.5744,904.60,-25.71428,43.2, -,9.257098
159.21,104.5744,904.60,-22.85714,43.2, -,9.257098
159.26,104.5744,904.60,-22.85714,43.2, -,9.257098
159.31,101.5809,904.70,-22.85714,43.2, -,9.257098
159.36,101.5809,904.70,-22.85714,43.2, -,9.257098
159.41,98.58952,904.80,-22.85714,43.2, -,9.257098
159.46,98.58952,904.80,-22.85714,43.2, -,9.257098
159.51,98.58952,904.80,-22.85714,43.2, -,9.257098
159.56,95.59657,904.90,-22.85714,43.2, -,9.257098
159.61,95.59657,904.90,-25.71428,43.2, -,9.257098
159.66,92.60573,905.00,-28.57143,43.2, -,9.257098
159.71,92.60573,905.00,-25.71428,43.2, -,9.257098
159.76,89.61514,905.10,-22.85714,43.2, -,9.257098
159.81,89.61514,905.10,-22.85714,43.2, -,9.257098
159.86,89.61514,905.10,-22.85714,43.2, -,9.257098
159.91,89.61514,905.10,-20,43.2, -,9.257098
159.96,89.61514,905.10,-17.14286,43.2, -,9.257098
160.01,86.623,905.20,-22.85714,43.2, -,9.257098
160.06,86.623,905.20,-22.85714,43.2, -,9.257098
160.11,86.623,905.20,-22.85714,43.2, -,9.257098
160.16,83.63296,905.30,-20,43.2, -,9.257098
160.21,80.64136,905.40,-22.85714,43.2, -,9.257098
160.26,77.65185,905.50,-25.71428,43.2, -,9.257098
160.31,74.6626,905.60,-28.57143,43.2, -,9.257098
160.36,71.6718,905.70,-28.57143,43.2, -,9.257098
160.41,68.68309,905.80,-31.42857,43.2, -,9.257098
160.46,68.68309,905.80,-28.57143,43.2, -,9.257098
160.51,65.69283,905.90,-31.42857,43.2, -,9.257098
160.56,65.69283,905.90,-31.42857,43.2, -,9.257098
160.61,62.70465,906.00,-31.42857,43.2, -,9.257098
160.66,59.71674,906.10,-34.28571,43.2, -,9.257098
160.71,59.71674,906.10,-31.42857,43.2, -,9.257098
160.76,56.72728,906.20,-34.28571,43.2, -,9.257098
160.81,53.7399,906.30,-34.28571,43.2, -,9.257098
160.86,53.7399,906.30,-34.28571,43.2, -,9.257098
160.91,50.75097,906.40,-37.14286,43.2, -,9.257098
160.96,50.75097,906.40,-37.14286,43.2, -,9.257098
161.01,47.76413,906.50,-40,43.2, -,9.257098
161.06,47.76413,906.50,-37.14286,43.2, -,9.257098
161.11,47.76413,906.50,-37.14286,43.2, -,9.257098
161.16,44.77756,906.60,-40,43.2, -,9.257098
161.21,41.78943,906.70,-40,43.2, -,9.257098
161.26,41.78943,906.70,-37.14286,43.2, -,9.257098
161.31,41.78943,906.70,-34.28571,43.2, -,9.257098
161.36,38.80339,906.80,-34.28571,43.2, -,9.257098
161.41,38.80339,906.80,-31.42857,43.2, -,9.257098
161.46,35.81579,906.90,-31.42857,43.2, -,9.257098
161.51,35.81579,906.90,-31.42857,43.2, -,9.237651
161.56,35.81579,906.90,-28.57143,43.2, -,9.237651
161.61,35.81579,906.90,-28.57143,43.2, -,9.237651
161.66,32.83028,907.00,-28.57143,43.2, -,9.237651
161.71,32.83028,907.00,-25.71428,43.2, -,9.237651
161.76,32.83028,907.00,-25.71428,43.2, -,9.237651
161.81,29.84504,907.10,-25.71428,43.2, -,9.237651
161.86,29.84504,907.10,-22.85714,43.2, -,9.237651
161.91,26.85825,907.20,-25.71428,43.2, -,9.237651
161.96,26.85825,907.20,-22.85714,43.2, -,9.237651
162.01,26.85825,907.20,-22.85714,43.2, -,9.237651
162.06,26.85825,907.20,-20,43.2, -,9.237651
162.11,23.87354,907.30,-22.85714,43.2, -,9.237651
162.16,26.85825,907.20,-20,43.2, -,9.237651
162.21,23.87354,907.30,-20,43.2, -,9.237651
162.26,23.87354,907.30,-17.14286,43.2, -,9.237651
162.31,20.88728,907.40,-20,43.2, -,9.237651
162.36,23.87354,907.30,-17.14286,43.2, -,9.237651
162.41,23.87354,907.30,-14.28571,43.2, -,9.237651
162.46,20.88728,907.40,-17.14286,43.2, -,9.237651
162.51,20.88728,907.40,-14.28571,43.2, -,9.237651
162.56,20.88728,907.40,-14.28571,43.2, -,9.257098
162.61,17.9031,907.50,-17.14286,43.2, -,9.257098
162.66,17.9031,907.50,-17.14286,43.2, -,9.257098
162.71,14.91919,907.60,-17.14286,43.2, -,9.257098
162.76,14.91919,907.60,-17.14286,43.2, -,9.257098
162.81,14.91919,907.60,-17.14286,43.2, -,9.257098
162.86,11.93373,907.70,-17.14286,43.2, -,9.257098
162.91,11.93373,907.70,-17.14286,43.2, -,9.257098
162.96,11.93373,907.70,-14.28571,43.2, -,9.257098
163.01,8.950353,907.80,-17.14286,43.2, -,9.257098
163.06,5.965422,907.90,-20,43.2, -,9.257098
163.11,5.965422,907.90,-20,43.2, -,9.257098
163.16,5.965422,907.90,-17.14286,43.2, -,9.257098
163.21,2.982578,908.00,-22.85714,43.2, -,9.257098
163.26,2.982578,908.00,-20,43.2, -,9.257098
163.31,2.982578,908.00,-20,43.2, -,9.257098
163.36,-5.667221E-07,908.10,-20,43.2, -,9.257098
163.41,-5.667221E-07,908.10,-22.85714,43.2, -,9.257098
163.46,-2.984133,908.20,-25.71428,43.2, -,9.257098
163.51,-2.984133,908.20,-22.85714,43.2, -,9.276546
163.56,-5.96618,908.30,-25.71428,43.2, -,9.276546
163.61,-5.96618,908.30,-25.71428,43.2, -,9.276546
163.66,-5.96618,908.30,-22.85714,43.2, -,9.276546
163.71,-8.94978,908.40,-25.71428,43.2, -,9.276546
163.76,-5.96618,908.30,-20,43.2, -,9.276546
163.81,-8.94978,908.40,-22.85714,43.2, -,9.276546
163.86,-8.94978,908.40,-22.85714,43.2, -,9.276546
163.91,-8.94978,908.40,-20,43.2, -,9.276546
163.96,-11.9313,908.50,-22.85714,43.2, -,9.276546
164.01,-11.9313,908.50,-22.85714,43.2, -,9.276546
164.06,-14.91254,908.60,-22.85714,43.2, -,9.276546
164.11,-14.91254,908.60,-20,43.2, -,9.276546
164.16,-14.91254,908.60,-20,43.2, -,9.276546
164.21,-17.89535,908.70,-22.85714,43.2, -,9.276546
164.26,-17.89535,908.70,-20,43.2, -,9.276546
164.31,-20.87607,908.80,-22.85714,43.2, -,9.276546
164.36,-20.87607,908.80,-22.85714,43.2, -,9.276546
164.41,-20.87607,908.80,-20,43.2, -,9.276546
164.46,-23.85834,908.90,-22.85714,43.2, -,9.276546
164.51,-23.85834,908.90,-20,43.2, -,9.276546
164.56,-23.85834,908.90,-20,43.2, -,9.257098
164.61,-26.83852,909.00,-20,43.2, -,9.257098
164.66,-26.83852,909.00,-20,43.2, -,9.257098
164.71,-26.83852,909.00,-20,43.2, -,9.257098
164.76,-29.81845,909.10,-20,43.2, -,9.257098
164.81,-29.81845,909.10,-22.85714,43.2, -,9.257098
164.86,-29.81845,909.10,-20,43.2, -,9.257098
164.91,-29.81845,909.10,-20,43.2, -,9.257098
164.96,-32.79992,909.20,-22.85714,43.2, -,9.257098
165.01,-32.79992,909.20,-20,43.2, -,9.257098
165.06,-32.79992,909.20,-20,43.2, -,9.257098
165.11,-35.77931,909.30,-20,43.2, -,9.257098
165.16,-38.76025,909.40,-22.85714,43.2, -,9.257098
165.21,-38.76025,909.40,-22.85714,43.2, -,9.257098
165.26,-41.73911,909.50,-22.85714,43.2, -,9.257098
165.31,-44.71771,909.60,-25.71428,43.2, -,9.257098
165.36,-47.69786,909.70,-25.71428,43.2, -,9.257098
165.41,-50.67592,909.80,-28.57143,43.2, -,9.257098
165.46,-50.67592,909.80,-28.57143,43.2, -,9.257098
165.51,-50.67592,909.80,-25.71428,43.2, -,9.257098
165.56,-53.65554,909.90,-28.57143,43.2, -,9.257098
165.61,-53.65554,909.90,-28.57143,43.2, -,9.257098
165.66,-56.63307,910.00,-28.57143,43.2, -,9.257098
165.71,-56.63307,910.00,-28.57143,43.2, -,9.257098
165.76,-59.61034,910.10,-31.42857,43.2, -,9.257098
165.81,-59.61034,910.10,-28.57143,43.2, -,9.257098
165.86,-62.58916,910.20,-31.42857,43.2, -,9.257098
165.91,-59.61034,910.10,-28.57143,43.2, -,9.257098
165.96,-62.58916,910.20,-31.42857,43.2, -,9.257098
166.01,-62.58916,910.20,-28.57143,43.2, -,9.257098
166.06,-62.58916,910.20,-28.57143,43.2, -,9.257098
166.11,-62.58916,910.20,-28.57143,43.2, -,9.257098
166.16,-62.58916,910.20,-25.71428,43.2, -,9.257098
166.21,-65.5659,910.30,-25.71428,43.2, -,9.257098
166.26,-65.5659,910.30,-25.71428,43.2, -,9.257098
166.31,-65.5659,910.30,-22.85714,43.2, -,9.257098
166.36,-68.5442,910.40,-22.85714,43.2, -,9.257098
166.41,-68.5442,910.40,-20,43.2, -,9.257098
166.46,-68.5442,910.40,-17.14286,43.2, -,9.257098
166.51,-71.52041,910.50,-20,43.2, -,9.257098
166.56,-71.52041,910.50,-20,43.2, -,9.257098
166.61,-71.52041,910.50,-17.14286,43.2, -,9.257098
166.66,-74.49635,910.60,-20,43.2, -,9.257098
166.71,-71.52041,910.50,-14.28571,43.2, -,9.257098
166.76,-68.5442,910.40,-11.42857,43.2, -,9.257098
166.81,-71.52041,910.50,-11.42857,43.2, -,9.257098
166.86,-68.5442,910.40,-8.571428,43.2, -,9.257098
166.91,-71.52041,910.50,-8.571428,43.2, -,9.257098
166.96,-71.52041,910.50,-11.42857,43.2, -,9.257098
167.01,-71.52041,910.50,-8.571428,43.2, -,9.257098
167.06,-71.52041,910.50,-8.571428,43.2, -,9.257098
167.11,-71.52041,910.50,-8.571428,43.2, -,9.257098
167.16,-71.52041,910.50,-8.571428,43.2, -,9.257098
167.21,-71.52041,910.50,-8.571428,43.2, -,9.257098
167.26,-71.52041,910.50,-5.714286,43.2, -,9.257098
167.31,-71.52041,910.50,-5.714286,43.2, -,9.257098
167.36,-71.52041,910.50,-5.714286,43.2, -,9.257098
167.41,-71.52041,910.50,-2.857143,43.2, -,9.257098
167.46,-71.52041,910.50,-2.857143,43.2, -,9.257098
167.51,-71.52041,910.50,-2.857143,43.2, -,9.257098
167.56,-71.52041,910.50,0,43.2, -,9.257098
167.61,-71.52041,910.50,0,43.2, -,9.257098
167.66,-71.52041,910.50,0,43.2, -,9.257098
167.71,-71.52041,910.50,2.857143,43.2, -,9.257098
167.76,-71.52041,910.50,0,43.2, -,9.257098
167.81,-71.52041,910.50,-2.857143,43.2, -,9.257098
167.86,-71.52041,910.50,0,43.2, -,9.257098
167.91,-71.52041,910.50,-2.857143,43.2, -,9.257098
167.96,-71.52041,910.50,0,43.2, -,9.257098
168.01,-71.52041,910.50,0,43.2, -,9.257098
168.06,-71.52041,910.50,0,43.2, -,9.257098
168.11,-71.52041,910.50,0,43.2, -,9.257098
168.16,-71.52041,910.50,0,43.2, -,9.257098
168.21,-71.52041,910.50,0,43.2, -,9.257098
168.26,-74.49635,910.60,-2.857143,43.2, -,9.257098
168.31,-71.52041,910.50,0,43.2, -,9.257098
168.36,-71.52041,910.50,0,43.2, -,9.257098
168.41,-71.52041,910.50,0,43.2, -,9.257098
168.46,-71.52041,910.50,0,43.2, -,9.257098
168.51,-71.52041,910.50,0,43.2, -,9.257098
168.56,-71.52041,910.50,0, -
168.61,-71.52041,910.50,0, -
168.66,-71.52041,910.50,0, -
168.71,-71.52041,910.50,0, -
168.76,-71.52041,910.50,0, -
168.81,-71.52041,910.50,0, -
168.86,-71.52041,910.50,0, -
168.91,-74.49635,910.60,-2.857143, -
168.96,-71.52041,910.50,0, -
169.01,-71.52041,910.50,0, -
169.06,-71.52041,910.50,0, -
169.11,-71.52041,910.50,0, -
169.16,-74.49635,910.60,-2.857143, -
169.21,-74.49635,910.60,-2.857143, -
169.26,-71.52041,910.50,0, -
